,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,turnover,promotion,dept,salary
17071,0.5,0.56,1,307,2,0,1,0,9,0
17072,0.08,0.67,3,233,10,0,0,1,4,2
17073,0.98,0.54,5,273,3,0,0,0,6,2
17074,0.58,0.9,5,248,5,1,1,0,1,1
17075,0.27,0.5,5,307,7,0,0,0,5,0
17076,0.05,0.34,3,157,5,0,1,0,9,1
17077,0.55,0.44,6,149,6,0,0,1,0,1
17078,0.59,0.56,6,149,7,0,0,0,2,2
17079,0.33,0.59,5,255,5,1,1,1,6,2
17080,0.12,0.47,5,101,3,1,1,1,5,0
17081,0.17,0.74,2,182,4,1,1,1,8,2
17082,0.3,0.02,4,155,2,1,0,1,3,2
17083,0.14,0.68,1,224,4,1,0,0,5,2
17084,0.72,0.76,2,118,7,0,0,1,3,0
17085,0.31,0.79,5,145,8,0,0,1,5,0
17086,0.4,0.67,2,141,4,1,0,1,1,1
17087,0.99,0.19,3,175,10,1,0,0,1,2
17088,1.0,0.31,3,304,8,1,1,1,0,0
17089,0.9,0.66,5,147,6,1,1,1,9,0
17090,0.88,0.36,4,163,9,1,1,0,2,0
17091,0.23,0.56,7,141,5,1,0,1,4,2
17092,0.04,0.17,2,148,10,0,0,0,6,0
17093,0.98,0.32,2,178,7,1,1,1,0,0
17094,0.26,0.84,7,239,2,1,0,1,9,2
17095,0.2,0.6,3,206,3,0,0,0,3,0
17096,0.82,0.12,3,247,3,0,0,0,4,0
17097,0.08,0.57,2,159,6,0,1,0,5,1
17098,0.67,0.72,5,271,9,0,1,0,6,1
17099,0.06,0.61,6,106,5,0,0,0,2,2
17100,0.86,0.31,6,269,4,1,0,0,0,1
17101,0.17,0.35,4,142,5,0,1,1,3,1
17102,0.35,0.89,7,302,5,1,0,1,8,1
17103,0.91,0.73,6,115,8,0,0,1,3,0
17104,0.89,0.13,2,215,2,0,0,1,5,0
17105,0.03,0.49,7,163,10,1,0,0,1,0
17106,0.64,0.5,1,308,2,0,1,0,4,2
17107,0.32,0.13,4,236,5,0,0,0,0,1
17108,0.05,0.01,1,258,9,0,1,0,8,0
17109,0.62,0.97,6,154,5,1,1,0,6,1
17110,0.19,0.6,2,132,10,0,1,1,9,2
17111,0.54,0.93,6,287,4,1,0,0,5,2
17112,0.75,0.56,4,278,6,0,1,1,8,1
17113,0.58,0.04,3,161,5,0,1,0,9,2
17114,0.06,0.34,6,253,3,0,0,0,7,0
17115,0.17,0.18,5,115,10,0,1,0,7,0
17116,0.51,0.91,3,217,3,1,1,1,2,0
17117,0.47,0.34,3,197,2,1,0,0,8,0
17118,0.53,0.83,4,154,4,1,0,1,8,0
17119,0.02,0.6,2,142,6,1,1,1,1,1
17120,0.45,0.16,7,109,2,0,0,1,6,1
17121,0.75,0.6,6,274,10,0,1,1,9,0
17122,0.73,0.04,3,139,9,1,1,1,4,0
17123,0.06,0.14,5,156,9,1,1,0,0,1
17124,0.56,0.62,6,213,2,1,1,0,7,1
17125,0.12,0.86,3,201,7,0,1,1,0,2
17126,0.04,0.13,6,160,6,0,0,1,7,2
17127,0.39,0.18,1,211,4,1,1,0,4,1
17128,0.3,0.11,4,126,6,1,0,1,3,0
17129,0.26,0.49,3,300,10,1,0,0,7,1
17130,1.0,0.98,5,134,4,1,0,1,6,0
17131,0.33,0.35,5,271,4,0,1,0,0,2
17132,0.57,0.08,4,298,7,1,0,1,7,2
17133,0.21,0.99,5,161,2,1,1,1,8,1
17134,0.83,0.77,4,192,6,0,1,0,5,0
17135,0.26,0.61,6,185,10,1,0,0,3,1
17136,0.67,0.3,1,308,8,0,0,0,9,0
17137,0.79,0.72,5,293,10,1,1,1,6,0
17138,0.26,0.89,1,193,6,1,1,1,5,1
17139,0.56,0.44,2,203,7,0,1,1,3,0
17140,0.71,0.45,4,273,7,1,1,0,8,2
17141,0.53,0.93,1,240,2,1,1,1,1,1
17142,0.1,0.21,3,305,5,1,1,1,3,1
17143,0.78,0.66,2,97,6,1,1,1,8,1
17144,0.28,0.13,6,110,9,0,0,0,6,0
17145,0.14,0.92,2,266,3,1,0,0,2,2
17146,0.46,0.73,7,190,8,0,0,1,3,1
17147,0.59,0.28,6,155,7,1,1,0,4,0
17148,0.51,0.75,3,113,9,1,1,1,8,1
17149,0.81,0.72,3,118,10,0,0,1,8,1
17150,0.28,0.24,5,179,9,1,0,1,9,0
17151,0.71,0.52,4,160,2,1,1,1,8,1
17152,0.14,0.39,2,301,3,0,1,0,7,1
17153,0.16,0.48,7,308,4,0,1,0,9,0
17154,0.0,0.41,1,98,9,1,0,1,7,2
17155,0.79,0.48,1,166,10,0,0,0,2,1
17156,0.76,0.86,2,295,5,1,1,1,7,0
17157,0.12,0.36,7,231,6,1,0,1,3,0
17158,0.36,0.14,3,232,6,1,0,1,1,1
17159,0.99,0.35,4,193,4,0,0,1,1,2
17160,0.35,0.65,3,156,10,1,1,0,5,1
17161,0.36,0.46,3,155,9,1,1,0,5,0
17162,0.65,0.98,1,273,3,1,1,0,4,2
17163,0.03,0.08,3,230,10,1,1,1,8,2
17164,0.23,0.94,3,284,3,1,1,0,0,0
17165,0.25,0.86,7,210,2,1,1,0,4,0
17166,0.05,0.29,5,108,4,1,1,1,3,1
17167,0.47,0.72,6,247,8,0,1,1,0,0
17168,0.16,0.11,1,219,8,1,0,0,9,2
17169,0.24,0.61,4,306,2,0,1,1,2,0
17170,0.83,0.41,7,142,3,0,0,1,5,1
17171,0.6,0.71,4,224,6,0,1,1,6,0
17172,0.91,0.54,6,195,8,0,1,0,4,1
17173,0.94,0.57,1,153,7,0,0,0,6,0
17174,0.66,0.04,3,296,3,1,1,1,0,1
17175,0.66,0.05,7,100,5,0,0,1,0,2
17176,0.85,0.82,1,101,8,0,1,0,4,1
17177,0.48,0.14,2,194,8,0,1,1,9,1
17178,0.63,0.61,2,155,10,1,1,1,0,1
17179,0.16,0.19,3,237,10,1,1,1,0,2
17180,0.13,0.01,3,254,8,0,0,1,0,0
17181,0.32,0.35,6,222,7,1,1,0,3,1
17182,0.46,0.58,4,121,3,1,0,1,7,1
17183,0.51,0.62,3,297,3,1,1,1,6,0
17184,0.12,0.53,6,118,6,1,0,0,4,0
17185,0.77,0.34,7,104,4,1,1,0,2,0
17186,0.26,0.39,6,288,3,0,0,0,9,0
17187,0.85,0.4,7,215,8,0,1,0,5,0
17188,0.79,0.71,1,299,8,0,1,1,8,0
17189,0.9,0.85,7,169,6,1,0,0,3,1
17190,0.86,0.44,5,144,2,1,1,1,8,2
17191,0.54,0.53,6,232,2,0,1,0,1,2
17192,0.41,0.26,2,159,6,1,1,0,7,1
17193,0.45,0.32,4,146,2,0,0,0,8,0
17194,0.54,0.4,3,267,9,0,0,1,8,2
17195,0.71,0.48,2,124,7,1,1,0,8,2
17196,0.35,0.21,2,140,6,0,1,1,9,2
17197,0.84,0.82,4,109,2,0,0,0,2,1
17198,0.1,0.9,2,189,6,1,1,0,6,1
17199,0.18,0.37,7,198,5,0,1,1,2,0
17200,0.44,0.13,1,115,6,0,0,1,7,0
17201,0.3,0.35,1,96,3,0,1,0,2,0
17202,0.04,0.73,6,158,2,0,1,0,9,1
17203,0.22,0.7,4,263,6,0,1,1,1,2
17204,0.58,0.19,2,254,4,0,0,1,0,1
17205,0.08,0.13,5,152,10,0,1,1,2,0
17206,0.75,0.78,7,208,7,0,1,0,0,1
17207,0.23,0.83,5,101,8,1,1,1,7,2
17208,0.91,0.89,7,182,3,0,1,0,4,0
17209,0.5,0.67,6,288,9,0,0,1,6,2
17210,0.4,0.78,4,270,5,0,0,0,8,1
17211,0.21,0.78,1,303,8,0,1,0,9,1
17212,0.26,0.65,3,204,4,0,1,0,6,0
17213,0.57,0.0,6,295,8,1,1,0,8,1
17214,0.19,0.88,6,303,10,1,0,1,1,2
17215,0.7,0.83,5,289,6,0,1,1,3,2
17216,0.47,0.1,6,287,9,1,0,0,2,2
17217,0.93,0.79,2,169,4,1,1,0,1,0
17218,0.45,0.21,6,237,9,1,0,1,2,2
17219,0.82,0.32,7,125,2,0,0,1,7,1
17220,0.24,0.47,2,189,4,0,0,1,6,0
17221,0.16,0.63,5,204,9,1,0,0,3,2
17222,0.06,0.45,6,265,8,1,1,1,8,2
17223,0.93,0.77,1,262,8,0,1,0,1,0
17224,0.73,0.21,3,280,5,0,0,1,2,1
17225,0.43,0.3,1,239,8,0,0,1,2,2
17226,0.59,0.16,3,295,10,1,0,0,6,1
17227,0.5,0.5,1,292,7,1,0,0,4,2
17228,0.74,0.75,2,276,7,1,1,0,8,2
17229,0.03,0.52,2,205,2,1,0,1,6,0
17230,0.59,0.29,7,286,6,0,0,0,1,2
17231,1.0,0.15,5,163,5,0,0,0,7,2
17232,0.53,0.81,1,193,9,1,0,0,4,0
17233,0.19,0.88,2,220,8,1,1,1,5,0
17234,0.06,0.93,1,124,10,1,0,0,2,1
17235,0.95,0.23,1,197,8,0,1,0,0,1
17236,0.42,0.08,1,96,5,1,1,1,1,0
17237,0.59,0.39,1,206,5,0,0,0,6,2
17238,0.38,0.59,7,139,2,1,1,0,4,1
17239,0.65,0.81,4,250,7,0,1,0,8,0
17240,0.65,0.58,7,211,9,1,1,0,1,0
17241,0.17,0.25,5,287,10,0,1,0,2,1
17242,0.04,0.06,2,96,6,0,0,1,4,2
17243,0.44,0.99,3,228,3,1,0,1,7,1
17244,0.42,0.02,3,227,2,0,1,1,6,1
17245,0.33,0.98,1,255,7,1,1,0,2,0
17246,0.23,0.78,2,237,8,0,1,1,2,0
17247,0.09,0.69,3,298,4,0,0,0,8,2
17248,0.65,0.0,6,223,7,1,1,0,4,1
17249,0.3,0.41,2,174,5,0,0,0,1,1
17250,0.63,0.55,2,243,2,0,1,0,9,2
17251,0.92,0.39,2,188,10,1,1,1,7,0
17252,0.56,0.21,4,292,4,0,0,0,9,0
17253,0.37,0.95,2,294,3,0,0,1,2,1
17254,0.23,0.84,7,234,5,0,0,1,2,1
17255,0.75,0.55,4,111,6,0,0,0,2,0
17256,0.99,0.36,4,288,10,1,0,0,3,0
17257,0.69,0.31,7,294,3,0,1,1,9,1
17258,0.6,0.76,6,261,3,0,0,0,5,1
17259,0.77,0.72,7,143,10,1,1,1,5,2
17260,0.03,0.66,4,208,6,0,0,0,0,0
17261,0.23,0.13,2,159,8,0,0,0,5,1
17262,0.64,0.92,4,149,4,0,1,0,3,0
17263,0.5,0.33,5,110,10,0,0,1,4,1
17264,0.72,0.52,2,236,4,0,1,0,5,1
17265,0.4,0.52,4,298,9,1,0,0,1,2
17266,0.44,0.01,1,246,6,0,0,0,1,0
17267,0.69,0.31,1,245,8,1,1,1,8,1
17268,0.38,0.23,5,132,2,0,0,1,6,2
17269,0.1,0.69,2,104,4,0,0,1,3,1
17270,0.46,0.81,3,268,5,0,1,1,9,2
17271,0.41,0.5,1,298,6,0,1,0,6,2
17272,0.94,0.05,6,151,3,0,0,0,7,0
17273,0.01,0.82,7,118,9,1,0,1,7,0
17274,0.23,0.82,3,237,7,0,0,0,8,0
17275,0.64,0.19,2,237,4,1,0,0,4,1
17276,0.92,0.91,6,141,5,1,1,0,3,2
17277,0.33,0.22,7,184,8,1,0,1,0,1
17278,0.22,0.4,5,279,10,1,1,0,6,0
17279,0.14,0.36,3,191,7,1,1,1,2,2
17280,0.61,0.16,2,113,5,0,1,1,0,1
17281,0.93,0.79,2,287,9,1,1,1,4,2
17282,0.27,0.86,5,285,9,1,1,0,4,2
17283,0.44,0.01,5,251,2,0,0,0,2,1
17284,0.98,0.4,6,222,5,1,1,0,6,0
17285,0.15,0.09,7,205,10,1,1,0,3,2
17286,0.27,0.86,7,146,8,1,1,0,3,2
17287,0.94,0.79,1,281,5,1,1,0,2,1
17288,0.22,0.84,2,165,8,0,0,0,1,2
17289,0.7,0.33,2,128,4,1,0,0,5,0
17290,0.73,0.0,4,97,2,0,0,0,6,2
17291,0.92,0.38,4,287,5,0,0,0,4,0
17292,0.12,0.96,4,139,7,0,0,1,9,1
17293,0.75,0.44,7,126,2,0,1,1,7,1
17294,0.03,0.93,4,173,7,0,0,0,9,2
17295,0.22,0.19,6,157,10,1,0,0,9,2
17296,0.83,0.41,5,283,6,1,1,1,2,0
17297,0.58,0.73,1,209,8,0,0,0,4,1
17298,0.06,0.59,6,166,9,1,0,1,1,0
17299,0.5,0.7,6,187,4,0,1,1,4,1
17300,0.86,0.17,6,310,3,1,1,1,2,2
17301,0.79,0.21,7,163,6,0,0,0,1,2
17302,0.63,0.08,4,264,6,1,1,1,5,1
17303,0.56,0.4,3,145,6,0,1,0,1,1
17304,0.89,0.33,6,237,6,1,0,1,9,0
17305,0.73,0.14,1,211,5,1,0,0,8,2
17306,0.19,0.28,3,126,7,1,0,0,8,2
17307,0.23,0.39,5,145,10,0,0,1,1,1
17308,0.74,0.55,5,201,2,1,1,0,8,0
17309,0.69,0.22,1,175,5,1,1,1,5,1
17310,0.31,0.46,1,286,10,1,1,0,0,2
17311,0.33,0.94,5,102,10,1,1,0,1,1
17312,0.47,0.22,3,167,9,1,1,1,0,0
17313,0.56,0.45,2,190,3,0,0,0,5,1
17314,0.19,0.23,6,261,5,0,0,0,9,2
17315,0.34,0.33,3,135,4,1,0,0,2,1
17316,0.2,0.72,5,199,6,0,1,1,4,0
17317,0.37,0.18,5,195,4,1,1,1,5,1
17318,0.58,0.79,6,179,2,0,0,1,5,2
17319,0.21,0.61,4,166,4,0,0,1,4,1
17320,0.18,0.48,7,151,4,0,0,0,6,2
17321,0.47,0.34,2,183,7,1,1,1,9,2
17322,0.34,0.77,2,295,9,0,1,1,2,1
17323,0.01,0.72,7,172,9,0,0,1,6,2
17324,0.15,0.01,5,105,6,0,1,1,8,1
17325,0.69,0.09,6,173,6,0,0,1,0,1
17326,0.65,0.75,5,152,7,0,0,1,1,0
17327,0.83,0.99,7,217,9,1,1,0,9,0
17328,0.7,0.5,2,113,7,1,1,0,6,1
17329,0.62,0.49,7,135,10,1,0,1,9,0
17330,0.08,0.23,3,206,9,0,1,1,4,1
17331,0.84,0.35,2,163,8,1,1,1,6,2
17332,0.8,0.66,3,239,3,1,0,1,7,0
17333,0.66,0.35,7,212,7,0,0,1,8,1
17334,0.47,0.67,2,160,7,1,1,0,6,2
17335,0.43,0.74,2,290,6,0,0,0,9,0
17336,0.97,0.71,2,209,10,1,1,1,2,0
17337,0.15,0.25,1,122,2,1,1,1,7,0
17338,0.21,0.43,1,196,4,1,1,1,9,0
17339,0.55,0.49,3,115,4,1,0,1,2,0
17340,0.97,0.27,5,134,8,0,1,0,7,0
17341,0.14,0.25,6,113,7,0,1,0,6,2
17342,0.69,0.19,5,140,7,0,1,1,0,0
17343,0.83,0.27,5,176,10,1,0,1,9,2
17344,0.41,0.73,2,263,4,1,1,0,4,0
17345,0.16,0.52,1,241,8,0,0,1,1,0
17346,0.9,0.62,7,177,2,0,1,1,8,1
17347,0.21,0.62,1,163,9,1,0,1,3,0
17348,0.91,0.98,2,111,7,1,0,0,0,2
17349,0.54,0.46,5,211,3,0,1,1,3,2
17350,0.87,0.5,5,231,8,1,0,0,2,0
17351,0.35,0.42,5,238,2,0,1,0,7,1
17352,0.11,0.99,2,251,3,0,0,1,2,0
17353,0.44,0.02,4,116,10,1,0,0,1,1
17354,0.32,0.8,5,175,2,1,1,0,2,0
17355,0.58,0.28,7,157,9,1,0,1,3,0
17356,0.26,0.47,3,280,2,1,0,0,6,2
17357,0.78,0.29,5,116,4,0,0,0,3,2
17358,0.08,0.12,2,101,3,0,1,0,9,1
17359,0.66,0.25,1,143,6,1,0,1,4,2
17360,0.25,0.2,2,257,9,1,0,0,8,2
17361,0.64,0.06,1,236,3,1,1,1,2,1
17362,0.07,0.32,7,222,6,1,1,0,2,0
17363,0.53,0.79,2,264,3,1,0,0,1,1
17364,0.04,0.93,1,258,3,1,0,1,4,1
17365,0.06,0.97,7,218,4,0,0,0,7,1
17366,0.36,0.21,4,261,5,0,1,0,4,0
17367,0.16,0.69,6,275,4,0,1,0,2,1
17368,0.72,0.35,5,266,4,0,1,0,3,0
17369,0.28,0.79,7,190,3,1,0,1,2,0
17370,0.88,0.08,4,174,8,0,1,1,1,1
17371,0.15,0.05,1,180,9,0,1,0,4,1
17372,0.44,0.14,6,180,9,0,0,0,9,1
17373,0.18,0.19,1,243,8,1,0,0,3,1
17374,0.58,0.58,3,304,2,0,1,0,9,0
17375,0.77,0.03,3,137,8,1,1,0,1,0
17376,0.97,0.33,6,251,4,0,0,1,1,1
17377,0.39,0.82,7,243,2,0,1,1,1,2
17378,0.96,0.9,5,133,10,0,1,0,5,1
17379,0.6,0.88,2,100,2,0,1,0,2,1
17380,0.2,0.16,4,202,3,0,0,1,7,2
17381,0.3,0.04,6,299,4,1,1,1,9,2
17382,0.78,0.34,6,179,10,1,1,1,9,0
17383,0.86,1.0,3,137,4,0,1,0,6,0
17384,0.69,0.86,2,306,4,0,1,1,7,1
17385,0.04,0.7,1,180,7,1,0,1,4,2
17386,0.2,0.7,6,220,3,0,1,0,1,1
17387,0.01,0.29,6,115,6,0,1,1,8,0
17388,0.93,0.68,5,308,7,0,1,0,8,1
17389,0.33,0.78,5,155,2,1,1,1,1,2
17390,0.07,0.64,4,227,9,0,0,0,0,2
17391,0.59,0.17,1,285,6,1,0,0,6,1
17392,0.49,0.47,3,179,4,1,0,1,3,1
17393,0.38,0.99,6,298,3,1,0,1,3,0
17394,0.79,0.41,6,233,8,1,1,1,3,1
17395,0.63,0.58,6,161,4,1,1,0,2,2
17396,0.91,0.81,6,166,3,1,1,1,1,1
17397,0.66,0.31,7,112,9,0,1,0,6,0
17398,0.93,0.75,5,140,7,1,0,0,1,1
17399,0.5,0.6,7,235,8,1,1,1,7,0
17400,0.56,0.36,7,178,4,0,1,0,6,2
17401,0.06,0.94,6,179,8,1,0,0,4,2
17402,0.21,0.32,7,151,4,0,1,0,8,2
17403,0.14,0.87,6,121,4,0,0,1,0,1
17404,0.93,0.75,1,180,8,0,0,0,4,0
17405,0.56,0.59,5,217,7,1,0,1,1,1
17406,0.06,0.65,7,211,7,0,1,0,1,0
17407,0.68,0.65,5,307,5,0,1,1,5,1
17408,0.69,0.12,1,188,6,1,0,0,5,2
17409,0.84,0.05,4,203,7,1,1,1,7,0
17410,0.21,0.3,5,220,10,0,0,1,0,1
17411,0.67,0.51,6,120,10,1,1,0,2,2
17412,0.84,0.53,3,172,5,0,1,1,4,2
17413,0.7,0.61,7,144,4,1,1,1,1,2
17414,0.4,0.33,3,139,10,0,0,1,8,0
17415,0.46,0.53,4,171,4,1,0,0,3,0
17416,0.33,0.84,1,125,2,0,0,1,9,2
17417,0.35,0.9,7,210,9,0,0,0,6,2
17418,0.77,0.61,3,292,4,1,0,0,5,1
17419,0.23,0.48,5,119,7,1,1,1,3,1
17420,0.16,0.6,7,254,10,1,1,1,2,0
17421,0.89,0.74,5,125,4,0,1,0,3,0
17422,0.65,0.68,4,288,5,0,1,1,4,0
17423,0.1,0.61,4,181,9,0,1,1,6,0
17424,0.83,0.53,1,100,9,1,1,1,8,1
17425,0.43,0.81,2,252,6,1,1,1,1,1
17426,0.02,0.45,7,251,2,1,0,0,4,2
17427,0.97,0.72,5,170,2,0,1,0,6,0
17428,0.98,0.3,5,291,2,0,1,1,3,0
17429,0.84,0.17,3,308,9,1,1,0,7,2
17430,0.48,0.54,1,199,6,1,1,1,7,0
17431,0.92,0.12,2,137,8,1,1,1,1,2
17432,0.73,0.88,2,132,3,1,1,1,4,0
17433,0.28,0.64,4,252,7,1,0,1,3,1
17434,0.33,0.94,4,295,5,0,1,0,0,2
17435,0.35,0.61,6,176,10,1,0,0,1,2
17436,0.58,0.49,7,104,10,0,0,1,8,2
17437,0.09,0.42,1,254,9,1,1,1,5,1
17438,0.81,0.2,5,200,3,1,1,0,0,2
17439,0.11,0.8,1,256,9,1,1,1,8,0
17440,0.12,0.14,3,225,4,0,0,1,0,0
17441,0.46,0.53,4,280,7,0,1,0,5,1
17442,0.56,0.34,3,236,9,1,0,1,0,2
17443,0.64,0.58,7,197,10,0,1,0,1,1
17444,0.4,0.66,3,281,10,1,1,1,9,0
17445,0.58,0.46,7,107,4,0,0,1,0,1
17446,0.23,0.59,2,275,9,0,0,0,5,0
17447,0.59,0.45,3,165,3,0,1,1,0,1
17448,0.76,0.29,2,128,10,1,1,1,4,1
17449,0.83,0.89,4,221,7,0,1,1,6,2
17450,0.66,0.79,2,253,5,0,1,0,7,2
17451,0.78,0.08,2,105,9,0,1,1,5,1
17452,0.97,0.3,1,229,7,0,0,1,0,2
17453,0.84,0.08,1,276,9,1,0,1,0,0
17454,0.27,0.46,3,211,4,0,0,0,9,1
17455,0.09,0.8,4,227,8,0,1,0,5,2
17456,0.09,0.32,1,294,7,1,0,0,1,1
17457,0.06,0.27,3,164,9,1,0,1,8,1
17458,0.18,0.97,4,217,7,1,1,0,8,2
17459,0.75,0.79,4,284,7,1,1,0,0,2
17460,0.92,0.44,1,280,10,0,1,0,2,2
17461,0.18,0.9,7,118,5,0,0,0,1,0
17462,0.38,0.39,3,166,2,0,1,0,7,1
17463,0.3,0.73,6,273,5,1,1,0,5,1
17464,0.71,0.97,7,102,7,1,0,1,1,0
17465,0.28,0.16,4,255,5,1,0,0,1,1
17466,0.38,0.98,7,151,9,0,0,1,5,0
17467,0.76,0.41,4,272,10,0,1,0,6,0
17468,0.14,0.38,7,283,6,0,0,0,8,1
17469,0.82,0.48,2,223,10,1,1,1,7,2
17470,0.63,0.54,5,260,6,0,1,1,5,0
17471,0.57,0.49,6,166,10,1,0,1,2,1
17472,0.13,0.88,3,110,10,0,1,0,0,0
17473,0.4,0.89,5,131,4,1,0,1,6,1
17474,0.96,0.17,4,240,8,1,1,1,1,0
17475,0.54,0.11,2,236,3,1,0,1,8,2
17476,0.45,0.14,3,271,5,1,1,1,5,1
17477,0.23,0.83,5,162,4,0,0,0,3,0
17478,0.56,0.51,2,289,3,0,1,1,3,2
17479,0.14,0.02,4,283,2,0,0,0,3,2
17480,0.75,0.6,3,248,5,0,0,0,1,0
17481,0.52,0.5,5,291,9,0,0,1,5,2
17482,0.7,0.99,7,172,10,0,1,1,3,2
17483,0.75,0.41,7,200,4,0,1,0,6,0
17484,0.98,0.59,6,159,8,0,0,1,8,2
17485,0.66,0.34,1,192,5,1,1,0,8,1
17486,0.51,0.43,2,274,2,0,1,0,8,0
17487,0.5,0.69,6,202,10,1,0,0,9,0
17488,0.81,0.95,2,201,9,0,1,0,4,1
17489,0.57,0.52,7,240,7,0,1,1,1,1
17490,0.95,0.11,5,220,6,0,1,1,7,0
17491,0.24,0.67,6,187,7,1,1,1,5,0
17492,0.13,0.13,6,273,10,1,1,0,8,1
17493,0.43,0.42,1,211,5,0,0,1,0,1
17494,0.41,0.81,2,147,6,1,0,0,1,1
17495,0.24,0.01,2,107,5,0,0,0,0,0
17496,0.01,0.27,3,289,5,0,1,0,7,1
17497,0.85,1.0,6,142,7,0,1,0,9,0
17498,0.74,0.78,1,150,10,1,1,0,6,0
17499,0.51,0.32,7,170,9,0,1,0,6,0
17500,0.29,0.25,6,226,3,1,1,0,1,0
17501,0.27,0.64,1,234,6,0,1,1,8,0
17502,0.2,0.85,4,144,3,0,1,1,4,0
17503,0.63,0.65,7,291,6,0,0,1,8,1
17504,0.4,0.92,6,176,6,0,0,1,0,2
17505,0.22,0.07,3,130,10,0,1,1,0,1
17506,0.81,0.67,6,114,9,0,0,0,1,1
17507,0.13,0.45,2,152,7,0,1,0,9,2
17508,0.77,0.87,3,246,9,1,1,1,8,0
17509,0.4,0.19,5,207,10,1,1,0,0,2
17510,0.47,0.41,5,298,2,1,0,1,1,0
17511,0.64,0.58,2,292,8,1,0,1,3,1
17512,0.44,0.86,3,100,4,0,0,1,4,0
17513,0.8,0.1,2,296,5,0,1,1,6,0
17514,0.04,0.37,2,309,2,0,0,1,4,0
17515,0.18,0.0,7,245,10,1,1,0,4,1
17516,0.97,0.54,1,183,9,0,0,1,1,1
17517,0.44,0.39,5,286,8,0,0,0,6,1
17518,0.65,0.71,1,103,7,1,1,0,0,2
17519,0.67,0.64,1,189,2,1,0,0,5,2
17520,0.01,0.57,2,244,5,0,1,0,2,1
17521,0.24,0.28,7,212,9,0,1,0,2,2
17522,0.18,0.11,4,153,3,0,1,0,9,0
17523,0.77,0.4,3,186,6,0,0,1,1,2
17524,0.07,0.28,5,168,3,1,0,0,3,1
17525,0.64,0.38,6,233,7,1,1,1,8,1
17526,0.12,0.35,5,138,10,0,1,1,9,1
17527,0.77,0.5,4,284,10,0,0,0,7,2
17528,0.53,0.41,4,276,8,0,1,1,3,0
17529,0.72,0.13,1,293,4,1,0,0,4,1
17530,0.11,0.04,5,246,10,0,0,0,3,2
17531,0.71,0.36,5,155,9,1,0,0,8,1
17532,0.13,0.45,3,110,7,0,0,1,3,2
17533,0.93,0.68,3,215,10,1,1,1,3,1
17534,0.09,0.19,2,175,3,0,1,1,2,1
17535,0.36,0.41,2,167,4,0,1,0,1,1
17536,0.45,0.05,5,163,7,0,0,1,9,0
17537,0.91,0.12,2,138,9,0,0,1,1,1
17538,0.01,0.4,6,157,6,0,0,0,1,1
17539,0.71,0.44,2,136,9,0,1,1,6,2
17540,0.77,0.67,2,256,7,0,1,0,6,2
17541,0.77,0.03,4,244,8,1,0,0,3,0
17542,0.81,0.11,7,209,7,1,1,0,5,1
17543,0.78,0.96,4,229,9,0,0,1,7,0
17544,0.16,0.85,1,203,3,1,1,1,9,0
17545,0.55,0.44,7,184,4,1,0,0,5,0
17546,0.7,0.4,1,260,4,1,0,1,5,1
17547,0.01,0.21,3,101,10,0,1,1,6,2
17548,0.54,0.54,1,253,2,1,1,0,9,1
17549,0.18,0.86,2,245,5,1,0,1,6,2
17550,0.61,0.43,5,281,8,1,0,0,5,2
17551,0.09,0.81,5,154,2,1,1,0,9,0
17552,0.33,0.94,7,97,7,0,1,0,1,2
17553,0.41,0.56,3,252,9,1,1,1,7,1
17554,0.71,0.66,5,99,2,1,1,1,9,2
17555,0.04,0.63,7,303,6,0,0,0,5,0
17556,0.23,0.47,5,121,5,0,0,1,9,1
17557,0.36,0.13,2,115,3,1,0,0,2,0
17558,0.77,0.31,5,103,5,0,0,0,3,1
17559,0.58,0.27,3,303,2,0,0,0,5,1
17560,0.92,0.2,3,150,8,0,1,1,8,1
17561,0.48,0.38,1,118,2,0,0,0,2,1
17562,0.71,0.46,2,168,8,0,0,0,2,0
17563,0.84,0.85,2,116,7,0,0,0,2,1
17564,0.6,0.11,4,305,3,0,1,1,2,2
17565,0.64,0.21,1,182,8,0,1,0,9,0
17566,0.46,0.53,7,305,2,1,1,1,1,0
17567,0.36,0.85,6,252,5,1,1,1,3,1
17568,0.75,0.7,6,305,2,0,0,0,9,0
17569,0.34,0.71,5,257,8,1,1,0,1,1
17570,0.89,0.93,7,140,10,0,1,0,2,1
17571,0.18,0.25,2,144,5,1,1,0,9,2
17572,0.48,0.41,1,145,10,1,0,0,8,1
17573,0.99,0.98,5,180,8,1,1,0,8,0
17574,0.09,0.77,2,124,8,0,1,0,0,2
17575,0.92,0.61,2,266,3,1,0,0,8,1
17576,0.54,0.02,1,269,10,0,0,1,8,0
17577,0.09,0.62,1,192,5,1,1,1,8,1
17578,0.0,0.25,2,214,6,1,1,0,7,2
17579,0.65,0.96,1,147,5,0,0,0,9,2
17580,0.24,0.61,2,255,8,1,0,1,2,2
17581,0.61,0.34,4,176,3,1,0,1,1,1
17582,0.03,0.78,2,178,3,1,0,0,4,0
17583,0.07,0.59,5,274,3,1,1,1,8,1
17584,0.46,0.75,5,150,4,0,1,0,8,1
17585,0.69,0.1,3,247,10,0,1,0,2,2
17586,0.06,0.15,5,304,8,0,0,1,3,2
